Current Ver
4.3.0.508
10.46.2
Varies with device
Varies with device
Varies with device
1.2.6
3.9.2
3.4.49
1.5.2
3.4.6
Varies with device
9.7.14188
Varies with device
2.0.19
18.7
Varies with device
1.1.7.0
2.11.3
1.08
1.0.6
1.0.8
1.5
3.4.3_world
1
1
1.9
1.1
3
1.2.12
6.3.0
1
2.3.1
3.1.0
Varies with device
4.7.3
3.16.0
4.1.0
1.6
Varies with device
6.1.1
1.7.7
1
5.0.12
1.0.4
4.3.0
Varies with device
1.3
2
4.2.0.2
1.01
2.3.3
1.4
2.4.25
Varies with device
Varies with device
1.8.9
Varies with device
37.0.0.7.163
Varies with device
Varies with device
Varies with device
2.4.1
Varies with device
5.29.3
9.8.000000010492
9.8.000000010501
2.8.4.201036949
1.3.4
11.8.6
Varies with device
24.6.6
Varies with device
Varies with device
3.2.0.100171
47.1.2249.129326
R6.0.3
5.2
Varies with device
69.0.3497.24
Varies with device
6.7.9.1
Varies with device
1.60.0.31354-release
Varies with device
11.4.0
2.18.116
7.5.1
Varies with device
Varies with device
37.1.206017801.DR37_RC14
7.5.3.20547
Varies with device
2.1
Varies with device
Varies with device
2.2.7600
12.8.5.1121
9.9.0
42.0.0.2059
Varies with device
Varies with device
9.8.000000010501
0.1.100944346
Varies with device
Varies with device
6.1
3.0.4
7.3(800241)
Varies with device
Varies with device
Varies with device
Varies with device
Varies with device
7.73
Varies with device
4.98
7.21
Varies with device
3.47
Varies with device
Varies with device
Varies with device
Varies with device
6.5.1
Varies with device
Varies with device
5.2
5.65.0
Varies with device
Varies with device
Varies with device
5.22.18.0006
7.5.3.20547
47.1.2249.129326
6.1
Varies with device
Varies with device
11.4.0
12.8.5.1121
1.4.1.0
Varies with device
2.2
6.4.0.4
4.5.1
2
7.5.3.20547
5.85.1
196
3.0.4
Varies with device
3.0.7
1.26.001
3.5.0
8.1.2-6310
5.86
5.1.2-6310
2018.1.715
3.9.7
1.286
6.19.1
Varies with device
Varies with device
2.17.3
Varies with device
2.2.245
4.5.4
Varies with device
Varies with device
5.28.0
Varies with device
5.29.3
5.403
Varies with device
1.9.4.74
5.0.9
9.8.376
2.8
Varies with device
2.3
3.2.0
Varies with device
2.3.17
Varies with device
9.8.000000010501
7.3(800241)
Varies with device
Varies with device
Varies with device
2.9.8
7.2.29
Varies with device
Varies with device
Varies with device
Varies with device
2.6.139
1.1.6
1
1.0.1
1.2
1.0.1
Varies with device
11.10.1
Varies with device
2.5.2
6.1.3
4.17.2
3.5.0.1
2.6.141
4.19.0.2320
Varies with device
6.6.5
1.639
1.6.1
2.5.1
1.9.7
4.4B
1.308.us
2.4.1
Varies with device
5.0.1
4.17.2
2.45
1.6.1
4.5.5
1.0.4
1.2.1
Varies with device
4.0.18
1.6.5
1.31.4
1.23
1.9.7
2.2
4.17.2
4.1.2
15.8
6.3.7
1.9.7
4.8.5
6.4.6
2.3.0.1781
4.3
2.9.6
3.8.75a
1.0.0
3.0.0
1
1.0.5
1.31.3
1.6.6
Varies with device
1.5
2.0.5
1.31.3
2.2.0.1748
3.0.15
2.4.0
2.0.0
1.55
12.0.4
11.10.1
4.19.0.2320
2.5.2
6.1.3
1.15.0
3.5.0.1
4.17.2
4.8.5
2.5.1
2.6.141
6.4.1
Varies with device
6.3.7
5.2.14
2.45
4.1.2
3.8.75a
8.7.2
1.6.1
Varies with device
4.17.2
1.1.46
4.5.5
2.4.1
6.4.6
2.8.0
4.17.2
3.0.0
3.4.1.1
2.6.139
4.8.5
5.5.7
Varies with device
1.31.4
15.8
1.5.4.0
4.9.2 (Oasis)
1.31.3
2.0.0
3.10.5
2.2.7
1.17
3.1.3
0.0.73
2.0.5
4.7.6
1
5.2.9
2.9.6
4.3.2
3.9.2
3.6.3
4.4.1
5.16.2
1.31.3
5.3.3.13289
1.17
3.0.0
5.0.8
0.1.11
1.4.0
1.0.1
2.4
2.5
8.2
8.2
1
8.2
4.2
1.0.0
3
1
8.2
2.2.9
8.2
1
8.2
2.5
1
1
1.3
1
3.52
3.52
1
5.5.8
1
1
1
1
1
4
8.2
1.3
8.2
1
1
1
8.2
1.2
1
1.0.7
1
1
1.1
1
8.2
2
1.0.3
3.5.4.2.3
1.1.1
1.6
1.2.9
2
1.5-beta
1
4.5.0
6.1
3
3.7
8.7.2
6.3.7
2.5.2
1.0.1
4.2
1.9.7
1.0.4
1.0.2
Varies with device
2.5
1
3.8.75a
3.5.0.1
4.813
1.4.0
5.2.9
1.0.0
12.0.4
8.2
1
2.4
1
1.2
8.2
8.2
8.2
8.2
8.2
1.0.5
1.0.82
8.2
1.0.5
4.1
5.0.8
5.0.1
1.23
3.7
Varies with device
3.2.5
3.1
5.0.0
1.94.9
1.5
1.2.8
1.3.8
2.1.8
2.3.7
2.9.0
3.3
Varies with device
2.16.11.10
Varies with device
Varies with device
1.1.6
1.2.0
20.7.2
2.24
1.0.9
2.6.2
1.4.2
1.2
3.1
Varies with device
2.51.0
1.17
2.2.4
3.7.0
3
10
Varies with device
1.1
3.1
Varies with device
6
2.8.1
Varies with device
5.0.0
3.2.5
Varies with device
5.0.4
Varies with device
2.15.1
Varies with device
Varies with device
Varies with device
3.14.15
1.10.0
4.9.10
Varies with device
Varies with device
1.3.0
1.1
2
3
4.7.0
5.0.4
4.5.2
Varies with device
5.7.2
3.5.2
5.5.2
4.2.8
3.4.2
7.2.3633
1.8.1
7.2.3634
1.1
1.2.0
2.9
Varies with device
4.1.3
2.48
Varies with device
1.2
3.2.0
Varies with device
1.4
Varies with device
Varies with device
Varies with device
5.0.0
3.2.5
Varies with device
Varies with device
Varies with device
5.0.4
4.7.0
2.15.1
5.2.1
Varies with device
4.9.10
Varies with device
Varies with device
0.29.74
20.7.2
Varies with device
2.8
Varies with device
10.9.1
5.2.1
20.7.2
4.2.3
2.09
2.3.9
Varies with device
1.94.9
13.9.0.161
Varies with device
3.6.0.115_FN
6.1.3
8.5.2
1.12.1
Varies with device
4.8.2
2.3.1
15.9.4
Varies with device
Varies with device
9.12.5
4.4.1
5
Varies with device
Varies with device
4.21.1
Varies with device
3.1.3
10.9.1
2.6.6
4.2.3
5.2.1
Varies with device
20.7.2
1.16
13.9.0.161
Varies with device
5.7.0
Varies with device
Varies with device
1.8.1
2.4.4
Varies with device
4.21.1
2.6.6
Varies with device
13.9.0.161
5.2.1
2.2.4
1.0.2
5.7.1
1
1.3
1.5-play
1.1.1-play
Varies with device
1.02
Varies with device
2.13.5
3.43.3
2.05.0010
Varies with device
Varies with device
v1.8b22p13
3.7.3
Varies with device
Varies with device
Varies with device
1.03
Varies with device
4.6.2
5.2
4.0.5
Varies with device
2.8.2
Varies with device
Varies with device
7.3
Varies with device
2.6.6.11
2.2
1.2.0
1.1.3.2
9.1.4
1.0.9
Varies with device
3.0.231.18141
1.7
Varies with device
Varies with device
2.3.34 Prod
2.08.78.2
18.07.0
3.5.2.2
Varies with device
2.2.0
2.19.0
Varies with device
9.1.4
Varies with device
2.9.43
2.1.1
6.18.3
Varies with device
Varies with device
Varies with device
Varies with device
2.9.4
Varies with device
01.01.66
Varies with device
2.9.4
Varies with device
4.8.6
Varies with device
2.0.0
3.1.4
2.0.8
11.45.0
Varies with device
3.1.4
2.17
11.45.0
Varies with device
Varies with device
8.0626
Varies with device
3.1.4
43
11.45.0
Varies with device
Varies with device
2.13.5
Varies with device
Varies with device
Varies with device
4.8.6
2.0.8
Varies with device
Varies with device
2.17
1.16
4.18.1
3.1.4
Varies with device
3.17.2
3.1.4
11.45.0
3.3.1.41
11.45.0
3.1.4
11.45.0
4.0.2
16.0.0.437
Varies with device
Varies with device
6.6.1
3.3.1.42
Varies with device
2.13.5
Varies with device
Varies with device
Varies with device
2.0.8
Varies with device
Varies with device
Varies with device
Varies with device
9.1.4
Varies with device
3.1.4
Varies with device
2.17
7.5.0
8.0626
Varies with device
4.003.1
3.1.4
11.45.0
Varies with device
11.45.0
3.1.4
11.45.0
11.45.0
6.6.1
3.3.1.42
1.0.20
1.2.3
Varies with device
Varies with device
1.6.1
1.0.64
2.0.8
Varies with device
2.3.2
Varies with device
Varies with device
8.1
4
7.2.3
4.2.0.8447
4.426
4.1.7
Varies with device
8.4
Varies with device
1.57
1.5.0
4.2.1
4.3.6
3.8
2018.07.31229
1.4
1
Varies with device
Varies with device
4.0.19
1.3
2
1
11.1.1
1.1
Varies with device
1.75
2.0.1
1.107
Varies with device
16.11.8
1
1.1.3
1.14
1.3.2
1.1.9
1
1.4
Varies with device
42
2.2.2
1.0.5
18.4
1.0.11
3.05.30.16
Cannonau 3.11.11
1.0.5
8.0bld14
1.0.11
1
2.1
4.6.0
Varies with device
20.1.0
Varies with device
8.18
10.78
4.1.1-0-prod
3.9.0
Varies with device
5.16.0
Varies with device
6.5.7
Varies with device
Varies with device
3.115.27
2.31.1
3.0.5
2.6.0
Varies with device
Varies with device
Varies with device
1.17.2
Varies with device
3.3
5.10.1.40699
6.8.0.109
Varies with device
5.0.1
6.28.0
5.38.1
2.7.4
Varies with device
2.9.12
3.22.0
3.22.1
2.70.206190089
3.1.6.12
3.2.1
Varies with device
Varies with device
6.39.1.4
2.2.12
Varies with device
2.5.0.26
6.0.16
2.29.01
1.13.2.11
Varies with device
2.70.206190089
Varies with device
2.0.4
Varies with device
2.5.0.26
2.12.100
1.8.9
2.53.2
5.1.1
Varies with device
1.14.1
3.3.9
2.5.7
2.1.4
1.17.1
1.4.11
1.18.0
3.5.0
Varies with device
2.3.0
3.1.16
Varies with device
2.9.5
16.6
3.2.18.07.30
1.9.9.9.3
1.28.0.5402
4.63
2.10.3
Varies with device
Varies with device
3.6.2
Varies with device
3.04 - Beta
Varies with device
Varies with device
Varies with device
1.28
Varies with device
6.8.2
Varies with device
1.2.0
Varies with device
1.1.16
Varies with device
1.1.39
2.29.01
Varies with device
Varies with device
4.5.2.1
Varies with device
3.0.22
Varies with device
Varies with device
6.0.6
4.2.1
2.131
4.10.0
6.0.2
2.53.2
6.28.0
5.1
4.10.0
4.10.0
2.34.29
5.2.203
8.44.2
2.70.206190089
5.9.1.0
7.8.8
5.9.1.0
9.7.0
6.8.0.109
5.38.1
6.7.0
9.9.0
5.16.2
3.52
Varies with device
6.29.37589
5.15.0
3.0.1
18.6.0.10
2.2.7
1.1
2.12
Varies with device
3.2.0d
Varies with device
3.1.5
4.0.30
1.9.117
1.0.2
5.0.0
Varies with device
5.2.2
1.6
7.12
4.3.3
6.0.1
2.14.36
4.11.1
1
Varies with device
3.3.21
Varies with device
5.3.8
Varies with device
Varies with device
3.5.5
3.3.6
7.9.0.0
Varies with device
2.1.0
2.0.0
5.8.5
3.2.7
4.26
1.2.2
2
3.6.6
5.7.0
Varies with device
3.2.0
Varies with device
4.0.0.427
3.17.1.0
Varies with device
1.2
24.5.0
Varies with device
Varies with device
1.4.4
2.0.3
Varies with device
2.76.2.0-android
5.7.23
4.2.6
Varies with device
9.15.0.2020
Varies with device
Varies with device
2.6.15
7.12
Varies with device
4.2.6
Varies with device
Varies with device
Varies with device
3.1.14
4.7.0
2.4.11
Varies with device
6.0.1
1.161.10002
7.12
Varies with device
11.11.1
4.11.3
Varies with device
Varies with device
1.0.7
1.0.4
1.0.11
1.0.2
1.0.14
5.23
5.31.75
1.0.26
p5.7.1
3.0.6
Varies with device
1.0.2
1.0.5
1.08
1.0.4
1.1.22
18.7.1
4.0.1
Varies with device
1.0.7
Varies with device
1.1.22
1.0.12
3.0.7
2.17.0
1.5
Varies with device
2.8.2
2.6
Varies with device
1.0.8
6.15.0
Varies with device
3.401
1.2
Varies with device
1.5
1.2
1.3.8
3.5.0
Varies with device
18.7.1
6.5.3
112
5.13.0
2.6
Varies with device
Varies with device
Varies with device
3.48
Varies with device
18.7.1
Varies with device
2.48.3
5.3
5.14.0
4.4
10
18.7.1
Varies with device
Varies with device
6.5.3
2.17.0
8.2.0
18.7.1
Varies with device
Varies with device
3.5.0
7.2.5
6.2.73
Varies with device
2.5.1
6.7
16
7
1.0.6
Varies with device
3.1.9
1.0.6
2.6.1
3.0.0
2.0.4
Varies with device
Varies with device
Varies with device
Varies with device
1.29.15
3.6.4
2.0.16
6.2.73
Varies with device
Varies with device
2.3.3
2.3.2
3.22
Varies with device
7.3.4-play
2.9.18
10.24
37
Varies with device
2.6.1
Varies with device
Varies with device
5.0.2
Varies with device
5.5.1
Varies with device
18.7.1
Varies with device
3.6.2
8.8.14
Varies with device
Varies with device
1.2.3
6.5.3
2.17.0
7.2.5
Varies with device
3.19.4
4.5.4
Varies with device
6.15.0
18.7.1
Varies with device
Varies with device
18.7.1
5.14.0
4.4
Varies with device
Varies with device
Varies with device
2.17.0
Varies with device
Varies with device
6.5.1
1.9
3.3.0(1)
1.11.4
2.3.4
Varies with device
3.2.7
4.5.1.123
4.6.2
3.3
Varies with device
10.2.0
Varies with device
Varies with device
6.5.1
1.9
4.9.8.1
3.3.0(1)
3.2.7
Varies with device
1.0.9
2.3.4
1.11.4
4.5.1.123
6.15.0
Varies with device
4.6.2
3.3
10.2.0
Varies with device
Varies with device
Public.Heal
2.5.1
1.31.0-15160.950adac99
Varies with device
6.3.1
1.92
4.8.0
3.1.9
Varies with device
1.2.6
5.2
3.0.0
8.2.0_8
3.48
Varies with device
Varies with device
Varies with device
7.4
Varies with device
Varies with device
1.29.15
3.6.4
6.2.73
9.8.1.7425
2.0.0
Varies with device
8.18
4.47.3
3.5.9
9.6.8
2.51.0
Varies with device
1.1
Varies with device
4.2.3
Varies with device
8.2.1
2.1.0
6.7.12.2018
3.6
Varies with device
3.10.8
Varies with device
220
Varies with device
Varies with device
1.04
3.2.4
2.1
2.4.2
2.6.0.287
Varies with device
858
7.9.0
2.6.0
1.2.0
4.7.13
4.3.0
Varies with device
Varies with device
2.0.6.9
2
1.22.0
1
1.2
v3.1.1
1.2
1.6.1.2
5.0.1
1.2
1.7
1.7
1.5
Varies with device
1.7
1.4
1.5
4.5.15
1.7.3
2.6.0.287
220
2.1.0
8.18
Varies with device
9.8.1.7425
5.20.38
Varies with device
Varies with device
4.7.13
Varies with device
2.1.0
Varies with device
1
1.1
4.4.2
3.1
1.2
1
1.2.0
7
1
1.7.2.10
6.7.5
1.02.2018.11
1.6
Varies with device
6.0.0
1
5
1.02
2
1.2
1.8
1
6
1
1
1
5.28
2.0.3
3.1
1
8.0.20180212
3
1
5.9.1
2.4
8
3.6
1

2.0.0
6
1.1
6.0.0
4.2.2
1.1
1.8
5.1.2
5.1
5.3.0.54.7
1
9
8
2.5
10.19
1
5.2.4(881)
2.2.9
1.0.0.21_180410
5.8
4.9
3.7
6.1
16.7.1
3.9.3
6.2.0
8.00.775375
2.5.1
2.4.12-r244
9.6.3
10.19.0.0
2
2
1
2.15
1.1.1
1.5.1
Version:6.97
4.2.1
2.6
1.5.3
7.0.8
02.00.06
3.4.5
5.1.3
9.4.2
6.2.1
5.2.2
3
3.8.15
2
Varies with device
4.35
5.2.2018010801-1
2.9.5
2.7.3
3.9.5
3.8.15
Varies with device
8.5.1
Varies with device
2.0.9
4.35
10
2.0.4
1.37
3.1.2.1
5.2.2
3.2.0
Varies with device
1.6.2
1.8
2
4.1.0
3.2.0
Varies with device
1.6.2
1.8
2
4.1.0
6.1
9.1.0
3.9.5
2.2.6
12.1.0
8.3.3
5.600.42
Varies with device
3.1.6
5.800.04
Varies with device
Varies with device
1.2
3.1.8
Varies with device
5.3
Varies with device
Varies with device
3.6.3
2.347.225742
1.90.0
1.129.0.2
2.137.0
1.20.1
1.5
Varies with device
2.3.2
1.49.1
1.4.77
1.0.6
2.9
2.6.9
2.2.00
3.8.5.Go
1.118.4
1.0.8
10.322.16
Varies with device
2.9
6.6.3
2.2.3181
4.0.0
5.13.007
4.8.4
1.1.3
1.4.0.1
7.9.3
4
1.0.16
2.21.5
5.66
Varies with device
3.5
1.3.7
2.1.10
1.37.2
2.6.2
4.9
1.4.2
1.0.27
Varies with device
5.1.8
1.03
3.7.2.51
3.7.2
Varies with device
1.90.0
2.347.225742
1.4.77
4.0.0
10.322.16
1.129.0.2
2.2.00
2.8.0
3196
1.751
3.7.2.51
1.20.1
5423
1.0.6
1.0.47
1.1.3
1.118.4
2.21.5
1.21.0
2.9
2.12.5
2.3.2
4.8.0.132
Varies with device
1.4.0.1
5.66
2.6.9
1.0.27
1.0.8
1.49.1
Varies with device
1.5.4
1.2.1
5.1.8
2.2.3181
Varies with device
1.7.40
2.8.2.59
3.9.2
5.064
7.9.3
3.3.3179
2.5
1.17.2
4
1.7.2
2.10.2
1.9.2
2.347.225742
1.0.6
1.90.0
1.129.0.2
3196
1.2.7
1.4.0.1
4.0.0
Varies with device
Varies with device
6.0.0
1.49.1
Varies with device
5.13.007
2.12.5
3.1.0.226
0.111.3
1.0.47
5.2
1.24
1.7.0
1.0.9
1.4.6
2.0.6
1.2.9
4.17.2
1.0.1.049
1.6
2.5.0
1.0.8
2.10.2
1.0.2
1.2.0
2.79.0
1.3.3
1.2.1
1.7.2
0.7.0
Varies with device
1.8.2
Varies with device
1.1.1
1.4.51
1.3.1
1.0.6
3.04.1
0.7.0
1.2
1.1.4
1.0.47
3.00.11034
2.2.7
1.9.3
1.4.0
1.2.5
1.8.2
2.0.1
1.1.1
1.11.0
1.2.2
1.8.0.900
5.6.5
2.2.3
1.2.1
1.7
1.2.2
1.8.1
4.9.31
3.6.0
0.5.4
1.180271.184729
1.3.205
2.1.1.4.0
1.5.2
1.2.0
1.250.078
2.0.2
1.05.20
3.30.4.83
2.0081_206
1.3.3
2.2.1
1.8.2
2.1.2
2.2.5
1.0.1
1.1.0
Varies with device
1.2.1.1712080
1.0.11
1.0.6
1.2.9
1.11.0
2.347.225742
1.129.0.2
2.21.1
4.0.0
1.13.12
1.8.2
0.7.0
5.39.1
1.4.0
5.8.1
19.1.0
1.3.15
2.3.5
4.6.2.46103
3.6.0
12.0.4.62276
1.5.4
1.93
1.8.225278
3.0.0
4.0.1
3.0.2
1.14.0
1.18.0
2.2.1
1.76
1.1.8
1.1.40
1.129.0.2
2.347.225742
4.0.0
1.90.0
1.118.4
1.0.8
1.20.1
3196
5423
2.3.2
10.322.16
5.1.8
2.2.00
1.1.3
2.9
2.2.3181
1.4.77
1.49.1
4
1.8.0.900
1.0.47
3.7.2.51
Varies with device
2.8.0
1_39_93
2.6.2
2.21.5
5.66
1.751
1.0.27
5.13.007
1.3
1.4.0.1
5.064
79
3.3.3179
7.9.3
2.8.2.59
2.12.5
4.8.0.132
1.37.2
Varies with device
3.9.2
14
1.2.1
Varies with device
1.21.0
Varies with device
1.90.0
1.0.6
3.1.0
1.49.1
Varies with device
2.12.5
2.8.2.59
1.0.27
Varies with device
3.0.1
1.3
1.0.6
Varies with device
3.0.0
1.6.1
1.9.38
1.7.1
5.1.2
1.11.0
Varies with device
1.8.20
1.1.5
2.11.1
1.8.4
108
3.1.1
1.2.3
1.1.7
1.4.0
2.4.2
2.2.8
1.0.8
1.21.0
0.5.8
8
1.3
1.2.7
1.2.6
Varies with device
1.2.7
1.15.2
2.8.0
Varies with device
1.11.2
1.0.7
4.1.1
1.2
2.6.61
6.2
1.129.0.2
2.2.00
2.9
1.0.6
4.0.0
2.11.2
1.20.1
Varies with device
1.9.1
57.0.8
2.5
1.37.2
1.3
3.5
2.9.3181
4
1.0.27
1.0.109
2.6.9
2.1.10
3.7.2
1.3
6.0.0
3.15
7.9.3
5.8.1
1.17.2
2.4.2
60
1.6
3.0.1
2.0.4
1.7.04
2.12.5
5.13.007
2.9
1.3.35
3.9.2
1.751
2.5.3182
1.1
1.10.12
Varies with device
Varies with device
Varies with device
5.1.8
1
1.4.12
3.43.3
2.9.3181
2.347.225742
1.9.3901
1.49
1.24.3181
1.1.6.7
1.8.3181
2.4
2.0.3165
1.7.101
1.2.8
1.5
2.2.3169
1.0.3122
1.4.12
1.1.0
3.1
1.0.6
2.0.0
8.25.10.00
2.7
Varies with device
1.2.3-play
2.0.1
1.0.1
Varies with device
2.3.3122
1.0.9
6.1
3.5.3183
1.3.7
8.4.3180
1.0.1
Varies with device
2.2
Varies with device
1.73
1.4.4
2
1.2.0
2.2.3172
Varies with device
Varies with device
1.0.89
1.2
2.180723
1.1.2
1.0.1
Varies with device
1
1.1.6.7
2.0.5.0
8.25.10.01
1.6.4
1.2.0
2.0.7.4
1.1
2.4
5.3.11
1.2.7
7.32
Varies with device
3.4.0
1.2.1
10.18053
Varies with device
149
1.7.2
1.8.3
1.180702
1.08
1.1
1.5.0
2.347.225742
2.0.1
Varies with device
1.4.12
3.2.473.202
Varies with device
1.3.3
1.4.4
1.221
1.3
1.1.9
1.6
8.25.10.00
3.2.4
1.1.1
1.4.3
6.7.5222
1.0.8
1.4
1.1.23
1.0.1
1.28.01
1.3
1.0.0
2.1.6579
1.0.9
Varies with device
1.2.3
1.47
1.20.2
3.2.0h
2.1.20
1.6
1.5
3.49
37893
2.8.0
3.200.18289
1.4.2.1
1.2.3-play
1.19
1.24
2.4.9
18.1
2.8.0
1.2.3
1.22.0
3.2.0h
5.2
1.0.4
6.7.0
1.4.2
3.6.1
1.6.4
1.0.3
1.2.0
3.7.2.7
1.1.1
2.5.6
2.0.0
2.7.4
2.19.01
Varies with device
1.5-play
Varies with device
2.0.1
4.0.2
7.5
1.15.3028.0
1.6.3028.0
5.2
4.0.2
2.9.7
2.2.3
1.2.16
2.8
1.1.0
1.19.56.434
0.1.0
4.2
Varies with device
20180609
2.4.15
20180609
1.1
1.2
3.3.1
1.6
1.16.5
1.3.3
1.0.3
2.0.5
18.2
1.7.1
2.0.7
1.3
1
1.0.3
1
2.3
2.5
1.7.0
2.6
1.1
1.8
18.2
1.7.1
2.0.7
1.3
1
1.0.3
1
2.3
2.5
1.7.0
2.6
1.1
1.8
2.347.225742
Varies with device
3.43.3
3.46
2.6
8.25.10.00
1.8
2.2.54
5.2
1.6
Varies with device
1.3.51
1.38.0
3.6.1
Varies with device
1.3
37893
3.52
3.6.17
6.7.0
2.0.8
2.4
1.1.1
1.22.0
7.2.0
1.0.0
1.3
1
Varies with device
1.1.0
1.35.23
28.0.14
6.14.091
6.4.0
3.14.15
1.5.2.1
1.11.0
2.0.7
7.0.1
3.0.1.0
2.1.1
Varies with device
1.8.3
2.0.1
6.5.0
2018.5.47
1.1.3
19
3.0.5
2.4.4
1.0.5
2.1
1.17.0
6.5.1
Varies with device
7.6.14
1
1.1
1.6.2
1
2.0.2
2.5
3.2.0
7
6
1
1
1
1.10.0.user.pro.release
4.1.5 (Steglitz)
Varies with device
7.1.17
1.2
3.4.3
1.2
3.1.6
Varies with device
3
1.0.3
1
1.5
Varies with device
1.2
2.0.5
Varies with device
Varies with device
2.29
4.4.5
1
1.3.4
2.1
6.0.4
2.1
1.2.0
1
2.1.35
4.1
5.4.8
Varies with device
3.3
Varies with device
2.2.4
3.19
1.1.0.0.1487
3.27.3
1.2.16
3.25.0
1.2.0
3.5
Varies with device
Varies with device
8.0.226
1.6.2
5.9.6
6.02.000
3.18.2
7.4.1
1.4.6
2.4
1.2.0
2.17
2.11.0
4.36
1.0.02
2.25.0
3.52.1
2.1.3
2.6.1
1.1
2.15
3.3.0
4.6.0
Varies with device
3.2.4
3.8
2.4.0
1.16.0
25.3.1
1.2.2
1.0.0
2
1.1
1.2.0
5.11
1.3.185
2.2.12
Varies with device
1.7.1 (946)
Varies with device
4.23.0
3.0.0
1.7.2
3.8.0
1.2.2
1.2.3.2
2.9
4.4.7
2.1.11
4.3.2.315
19
2.0.7
3.52.1
2.6.5
3.16.4.1669
4.5.1
4.5.2
2018.5.47
2.7.36
6.1.3
4.9.6
4.5.1
2.7.36
2.1.1
2.1.0.372
1.8.3
2.6.2
3.5.7
2.7.36
1.3
1.0.5
1.1.3
2.0.2
2.1.4
7.6.14
3.1.1
1.0.0
1.0.0.10
Varies with device
4.8.2
3.0.5
4.5.3
4.5.2
Varies with device
3.0.1.0
1
6.5.1
2.1.35
2.6
4.5.2
2.7.38
2.1
7.1.17
1.6.17
7
4.5.2
3.1-2018 – (13)
6.6
2.7.6
3.0.1
3.3.1
6.5.0
4.5.1
1.17.0
1.2
6.0.4
Varies with device
1
1.1
1.0.0
1
1.1
3.0.0
1.2.9
1.830.0.564-(e405bb2)
10.4.1.018_06
1.3.5
1.2
300000.1.11
1.0.1
2
300000.1.11
1.8.3
3.1.1
1.0.10
2.0.0 (35717)
1
1.1
1
1.5.0
1.2
1
2.01.12
1
1.2.3-DEBUG
1
1
1
1
1.0.72
300000.1.11
2.0.101
0.1
1
2
1
300000.1.11
300000.1.11
5.0.16
1
1.0 Super Ear Hearing
1.0.0
1
1.1.1
1
1
1.2.1
1
3.0.0
1.2.9
PN.1.0
1
1
300000.1.11
1
1
1.0.0
0.1.2
300000.1.11
1.0.51.0.3
1
3.19
8.0.226
2.25.0
Varies with device
3.4.0.10
1
